,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,encoded_HomePlanet,encoded_Destination,encoded_Transported
59,1,33.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
60,0,62.0,0,0.006979828296223913,0.5131989400597055,0.8385833475225609,0.0,1.9061036754651306,0,2,0
61,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
62,0,18.0,0,0.006979828296223913,0.865394291081072,1.8985186446449853,0.0,0.0,0,2,1
63,0,21.0,0,13.582745864451734,0.12410693321705296,0.0,0.0,0.09944888741557205,0,0,0
64,0,42.0,0,5.535003838905563,0.0,0.008513536523071684,1.1290610496251339,0.0,2,2,0
65,0,42.0,0,6.191107698750611,0.0,0.03831091435382258,0.026776151374509106,0.0,0,2,1
66,0,19.0,0,1.3261673762825434,0.0,0.02128384130767921,0.004462691895751518,3.008328844321054,0,2,0
67,0,17.0,0,0.11167725273958261,7.261932713916748,0.0,0.0,0.2154725894004061,0,2,0
68,0,14.0,0,0.0,0.0033542414382987285,0.0,0.0,4.404756971781378,0,2,0
69,0,37.0,0,0.32107210162629995,0.2784020393787945,3.1414949770134517,0.0,0.049724443707786024,2,1,0
70,0,42.0,0,0.006979828296223913,28.165565357394424,0.0,0.0,2.0967140430116435,1,2,1
71,0,27.0,0,1.026034759544915,0.0,4.333390090243487,0.0,0.0,2,2,1
72,0,28.0,0,0.0977175961471348,0.0,5.512514898688916,0.0,0.0,2,2,1
73,0,38.0,0,0.0,19.588769999664578,0.0,1.432524098536237,40.003314962913855,1,2,0
74,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
75,0,42.0,0,51.6926083618343,0.0,0.0,0.0,0.0,2,2,0
76,1,2.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
77,0,8.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
78,0,24.0,0,4.802121867802052,0.0,0.0,0.0,0.07044296191936353,0,2,1
79,1,40.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
80,0,43.0,0,1.4727437705032456,0.0,0.0,2.8471974294894684,2.1257199685078523,0,2,0
81,1,45.0,0,0.0,0.0,0.0,0.0,0.0,2,1,1
82,1,35.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
83,1,26.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
84,0,27.0,0,0.006979828296223913,2.3379062824942136,0.1319598161076111,0.8389860764012852,0.0,0,2,0
85,0,19.0,0,0.0,0.0,2.8520347352290143,0.004462691895751518,0.14088592383872706,0,2,0
86,1,0.0,0,0.0,0.0,2.8520347352290143,0.0,0.0,0,2,1
87,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
88,0,54.0,0,0.0,4.051923657464864,0.0,0.013388075687254553,2.6395392201549748,1,2,0
89,0,26.0,0,0.0,2.871230671183712,0.02128384130767921,0.14280614066404856,0.0,0,2,0
90,0,26.0,0,0.0,9.428772683057726,4.073727226289801,0.0,0.3605022168814487,0,2,1
91,0,23.0,0,2.170726600125637,1.4322610941535572,2.2390601055678525,0.16511960014280613,0.0,0,1,0
92,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
93,1,31.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
94,0,18.0,0,0.0,0.0,0.0,3.7040342734737592,0.37707703145071064,0,2,0
95,0,24.0,0,0.0,0.0,0.0,0.0,0.07044296191936353,0,2,1
96,1,9.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
97,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
98,0,27.0,0,0.0,0.0,2.42635790907543,0.008925383791503035,0.5428251771433307,0,2,0
99,0,21.0,0,12.16584072031828,0.016771207191493644,0.07236506044610931,0.0,0.0,2,2,0
100,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
101,0,31.0,0,3.922663502477839,0.0,1.3877064532606846,0.0,0.0,0,2,0
102,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
103,0,32.0,0,0.0,1.3752389897024788,0.02554060956921505,17.53391645840771,3.165789582729043,1,2,0
104,0,40.0,0,0.0,1.1102539160768792,0.0,0.0,6.990428044586252,1,2,0
105,0,42.0,0,15.418440706358624,38.29872874249489,0.0,8.336308461263835,1.8439481208303983,1,2,1
106,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
107,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
108,0,48.0,1,0.0,8.509710528963875,0.3703388387536183,0.07586576222777579,0.05386814735010152,1,0,1
109,0,64.0,0,0.0,0.0,3.4224416822748167,0.0,0.0,0,2,1
110,0,27.0,0,0.5723459202903608,0.5266159058129004,1.8261535841988763,1.062120671188861,0.0041437036423155015,0,2,0
111,0,26.0,0,0.0,0.0,0.0,0.0,0.0041437036423155015,2,2,1
112,0,33.0,0,0.006979828296223913,7.456478717338073,0.0,0.05355230274901821,1.6740562714954628,1,2,1
113,0,39.0,0,0.0,7.86234193137222,0.0,0.2900749732238486,28.58326772469233,1,2,0
114,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
115,1,24.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
116,0,29.0,0,0.0,0.0,0.0,3.1194216351303106,0.30663406953134714,0,2,0
117,0,18.0,0,0.3838905562923152,2.002482138664341,0.20858164481525626,0.0,0.0041437036423155015,0,2,0
118,1,67.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
119,0,35.0,0,4.892859635652963,0.0,1.2600034054146092,0.0,0.10359259105788754,2,2,0
120,0,61.0,1,16.423535981014865,1.1203166403917755,0.03831091435382258,1.4102106390574793,0.008287407284631003,2,2,0
121,0,45.0,0,14.678578906958888,0.02012544862979237,0.0,0.0,0.0,2,2,0
122,1,22.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
123,1,19.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
124,0,36.0,0,19.110769875061074,0.0,0.0,0.0,0.0,2,2,0
125,0,19.0,0,0.0,0.046959380136182206,3.1074408309211647,0.0,0.0,0,2,1
126,0,47.0,0,0.6770433447337195,1.4020729212088685,0.5363528009535161,0.11156729739378794,0.22790370032735258,0,1,0
127,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
128,0,34.0,0,0.0,0.07379331164257202,0.0,2.516958229203856,0.8577466539593088,0,1,0
129,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
130,1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
131,0,26.0,0,3.0711244503385218,0.0,0.0,0.0,1.9143910827497617,0,2,0
132,0,31.0,0,3.0711244503385218,0.0,0.41290652136897665,0.0,0.0,2,2,0
133,0,20.0,0,0.0,1.408781404085466,0.8939213349225268,0.0,0.0,0,2,1
134,0,56.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
135,1,50.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
136,0,42.0,0,7.482375933552035,0.0,0.04256768261535842,0.0,0.3149214768159781,2,2,0
137,1,38.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
138,1,38.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
139,0,41.0,0,0.0,0.0,0.0,0.0,2.5152281108855092,0,1,0
140,0,22.0,0,28.749912752146294,0.0,0.0,0.0,0.2527659221812456,0,2,0
141,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
142,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
143,0,57.0,0,0.34899141481119567,5.661959547848254,0.0,0.0,0.5593999917125927,0,2,1
144,1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
145,1,35.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
146,1,13.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
147,0,27.0,0,9.527465624345641,0.0,0.2043248765537204,0.09817922170653338,0.5676873989972236,2,2,0
148,1,31.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
149,0,24.0,0,0.0,0.0,0.0,0.9862549089610854,2.3494799651928893,0,2,0
150,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
151,1,32.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
152,0,58.0,0,0.0,3.3039278167242476,0.0,0.022313459478757586,0.0,0,2,1
153,0,21.0,0,2.003210721016263,0.0,0.06810829218457347,0.5132095680114245,0.7251481374052128,0,0,0
154,0,38.0,0,0.0,34.70298192063865,0.004256768261535842,66.80649767940021,8.747358388928024,1,2,0
155,0,38.0,0,23.829133803308437,0.0,0.6853396901072706,0.12495537308104249,0.4931007334355447,2,2,0
156,0,19.0,0,0.006979828296223913,0.7345788749874216,2.864805040013622,0.008925383791503035,0.04558074006547052,0,2,1
157,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
158,0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
159,0,20.0,0,0.0,0.0,0.012770304784607524,1.3343448768297037,0.3812207350930262,0,2,0
160,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
161,0,37.0,0,0.11865708103580652,0.48971924999161437,1.8133832794142688,0.0,0.9613392450171964,0,2,1
162,0,25.0,0,0.43274935436588263,0.0,0.0,0.0,3.9613806820536195,0,2,0
163,1,56.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
164,0,49.0,0,0.5863055768828087,0.010062724314896186,1.7069640728758728,0.9014637629418065,0.40608295694691915,0,0,0
165,1,11.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
166,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
167,0,8.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
168,0,39.0,0,0.0,0.0,0.04256768261535842,4.007497322384863,0.0,0,2,0
169,1,2.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
170,0,23.0,0,0.0,0.0,0.034054146092286734,4.7840057122456265,0.0,2,2,0
171,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
172,0,39.0,0,2.8338102882669087,0.0,3.6906180827515747,0.0,0.0,2,2,1
173,0,25.0,0,7.342779367627557,0.0,3.0606163800442703,0.0,0.02900592549620851,2,1,0
174,0,36.0,0,0.0,3.2603226780263643,0.0,3.547840057122456,2.382629594331413,1,2,0
175,0,52.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
176,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
177,1,15.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
178,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
179,1,47.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
180,1,45.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
181,0,51.0,0,0.0,8.160869419380807,0.0,3.918243484469832,1.8356607135457674,1,0,1
182,1,51.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
183,0,29.0,0,0.0,0.006708482876597457,0.28094670526136556,0.0,2.9213110678324288,0,2,0
184,0,19.0,0,0.013959656592447826,5.769295273873813,0.0510812191384301,5.020528382720457,0.5055318443624912,1,0,1
185,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
186,1,24.0,0,0.0,0.0,0.0,0.0,0.0,2,0,1
187,0,29.0,0,6.295805123193969,0.0033542414382987285,0.5831772518304104,0.0,0.0,2,2,1
188,1,11.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
189,0,17.0,0,5.918894395197878,0.0,1.3068278562915034,0.8122099250267762,0.0,2,2,0
190,0,13.0,0,1.3401270328749912,0.0,0.0,0.22759728668332738,3.0621969916711556,0,2,0
191,0,35.0,0,1.026034759544915,0.630597390400161,0.0,0.04462691895751517,1.6036133095760992,0,2,0
192,0,21.0,0,2.561596984714176,0.9425418441619429,0.0,0.0,0.6049807317780632,0,2,0
193,0,21.0,0,0.0,0.18783752054472883,0.0,0.0,7.947623585961132,0,0,0
194,0,38.0,0,10.588399525371676,0.0,0.0,0.12049268118529095,0.0,0,2,0
195,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
196,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
197,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
198,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
199,0,25.0,0,0.8515390521393175,0.2817562808170932,0.0,0.0,0.0,0,2,0
200,0,16.0,0,0.0,0.010062724314896186,0.0,0.0,4.553930302904736,0,2,0
201,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
202,1,15.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
203,0,21.0,0,15.613875898652893,0.0,0.5065554231227652,0.0,0.0,2,0,0
204,0,23.0,0,8.480491379912054,0.2683393150638983,0.004256768261535842,0.008925383791503035,0.0,2,2,0
205,0,33.0,0,13.492008096600824,0.04025089725958474,0.8002724331687383,0.004462691895751518,0.0,2,2,0
206,1,21.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
207,0,41.0,0,8.585188804355413,0.0,1.2812872467222884,0.19189575151731525,4.239008826088758,2,2,0
208,0,16.0,0,6.38654289104488,0.0,0.9407457857994211,1.044269903605855,0.0,2,2,0
209,1,42.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0
210,0,20.0,0,9.813638584490821,0.0,0.0,0.04908961085326669,0.0,2,2,0
211,1,24.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
212,1,16.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
213,0,21.0,0,0.0,0.006708482876597457,2.830750893921335,0.0,0.037293332780839517,0,2,0
214,0,32.0,1,1.2633489216165283,0.0,0.02128384130767921,7.292038557657979,0.0,2,2,0
215,1,58.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
216,0,24.0,0,0.027919313184895652,0.023479690068091103,0.0,3.1818993216708322,0.32735258774292464,0,2,0
217,0,30.0,0,0.5932854051790326,0.0,0.004256768261535842,7.6758300606926095,0.0,2,2,0
218,1,27.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
219,0,32.0,0,0.3908703845885392,0.0,1.0897326749531755,6.417350946090681,0.0,2,2,0
220,0,43.0,0,0.3908703845885392,2.978566397209271,0.0,0.0,0.0,0,2,0
221,1,42.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
222,0,37.0,0,4.446150624694632,0.0,0.0,0.4105676544091396,1.321841461898645,2,2,0
223,1,35.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
224,0,33.0,0,0.0,4.189447556435113,0.0,21.4744734023563,4.6243732648241,1,0,0
225,0,18.0,0,2.1846862567180847,0.0033542414382987285,2.941426868721267,1.2629418064976794,0.0,0,2,0
226,1,21.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
227,1,43.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
228,1,14.0,0,0.0,0.0,0.0,0.0,0.0,2,0,1
229,0,46.0,0,0.0,11.97799617616476,0.0,0.0,0.02900592549620851,1,0,1
230,0,33.0,0,0.0,0.2884647636936907,3.38838753618253,2.606212067118886,45.21609414494676,1,2,0
231,0,21.0,0,20.569553988971872,0.0,1.2216924910607865,0.12049268118529095,0.0,2,2,0
232,0,33.0,0,0.0,0.0033542414382987285,0.0,38.46840414137808,4.404756971781378,1,2,0
233,1,47.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
234,1,54.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
235,0,30.0,0,2.338242479235011,2.3311977996176165,2.3029116294908905,0.0,0.0,0,2,0
236,0,29.0,0,1.8985132965729044,2.062858484553718,0.0,0.0,0.0041437036423155015,0,2,0
237,0,21.0,0,4.899839463949187,0.5769295273873813,1.7367614507066236,0.008925383791503035,0.024862221853893012,0,2,1
238,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
239,0,21.0,0,11.614434284916591,0.0,0.0,0.0,0.0,2,0,0
240,1,60.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
241,0,22.0,0,0.0,0.0,1.3323684658607184,1.3343448768297037,0.3812207350930262,0,2,0
242,0,26.0,0,0.0,16.133901318216886,0.0,4.377900749732238,8.51116728131604,1,2,0
243,0,26.0,0,0.46066866755077823,0.09727300171066314,0.0,0.0,3.3273940247793474,0,2,0
244,1,28.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
245,1,39.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
246,0,13.0,0,0.8236197389544218,0.0,0.0,3.3648696893966443,0.0041437036423155015,0,2,0
247,0,47.0,0,0.0,0.7748297722470063,2.5200068108292184,0.0,0.0,0,0,1
248,0,63.0,0,0.0,0.08385603595746823,0.5448663374765877,0.0,5.138192516471221,0,2,0
249,1,50.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
250,0,50.0,0,0.3071124450338522,8.016637037533963,0.0,0.23652267047483042,0.0,0,0,1
251,0,35.0,0,0.0,0.0,0.0,3.962870403427347,0.0,0,2,0
252,0,45.0,0,0.0,0.32536141951497666,0.0,0.06247768654052124,1.379853312891062,0,2,0
253,0,19.0,0,0.0,0.0,8.84556444747148,0.0,0.0,0,2,1
254,0,21.0,0,0.0,3.079193640358233,0.0,0.0,0.0,0,2,1
255,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
256,0,22.0,0,1.0190549312486914,2.1936739006473687,0.004256768261535842,0.0,0.008287407284631003,0,2,1
257,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
258,1,42.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
259,0,57.0,0,0.020939484888671738,4.296783282460671,0.12344627958453941,0.7229560871117457,0.05386814735010152,0,0,0
260,1,39.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
261,0,28.0,0,0.0,1.9689397242813538,0.13621658436914694,0.026776151374509106,6.049807317780632,1,2,0
262,0,19.0,0,0.0,0.0,0.0,0.0,3.4309866158372353,0,0,0
263,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
264,0,26.0,0,0.0,14.953208331935732,0.0,5.163334523384506,1.0856503542866613,1,0,1
265,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
266,0,43.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
267,0,9.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
268,0,40.0,0,0.0,21.802569348941738,0.3745956070151541,4.8643341663691535,0.0,1,2,1
269,1,50.0,0,0.0,0.0,0.0,4.8643341663691535,0.0,1,2,1
270,0,24.0,0,0.6281845466601521,0.006708482876597457,5.635961178273455,0.07586576222777579,0.0,0,2,1
271,1,57.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
272,1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
273,0,23.0,0,0.0,0.0,0.06385152392303763,0.0,5.676873989972237,0,2,0
274,1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
275,0,28.0,0,0.0,1.4154898869620636,0.0,8.260442699036059,21.406373016201883,1,2,0
276,0,23.0,0,0.0,1.9588769999664575,0.0,0.08925383791503035,10.230804292876973,1,0,0
277,0,23.0,0,2.5685768130103996,0.5869922517022775,1.102502979737783,0.004462691895751518,0.4185140678738657,0,2,0
278,0,18.0,0,0.0,0.0,5.784948067427209,0.0,0.0,0,2,1
279,0,18.0,0,8.33391498569135,0.0,0.6683126170611272,0.026776151374509106,0.0,0,2,0
280,0,67.0,0,8.33391498569135,0.7714755308087076,0.0,19.97500892538379,0.9986325777980359,1,2,0
281,0,60.0,0,0.0488587980735674,1.8112903766813138,0.004256768261535842,0.0,0.016574814569262006,0,1,1
282,1,49.0,0,0.0,0.0,0.004256768261535842,0.0,0.0,0,0,1
283,0,49.0,0,2.3103231660501153,0.0,0.0,1.4191360228489824,0.0,0,0,1
284,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
285,0,26.0,0,2.6942137223424303,0.0,0.3150008513536523,0.0,5.511125844279617,0,0,0
286,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1
287,0,24.0,0,0.0,8.814946499849059,0.0,0.758657622277758,0.0,1,2,1
288,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
289,0,18.0,0,0.0,0.006708482876597457,0.0,0.0,0.0,0,2,0
290,0,21.0,0,0.0,0.016771207191493644,0.012770304784607524,0.0,0.0,0,2,0
291,0,59.0,1,7.105465205555943,0.0,0.8896645666609909,0.0,0.0,0,2,0
292,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
293,1,43.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
294,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
295,0,19.0,0,0.11865708103580652,0.0,3.3373063170441,0.0,0.008287407284631003,0,2,1
296,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
297,0,32.0,0,1.7240175891673064,15.600576929527389,0.0,0.2052838272045698,0.8370281357477314,1,2,1
298,0,33.0,0,3.0920639352271935,1.0632945359406971,0.0,0.6604784005712245,5.221066589317532,1,2,0
299,0,25.0,0,0.0,0.0,1.0684488336454963,0.0,2.2873244105581567,0,2,0
300,1,29.0,0,0.0,0.0,0.0,0.0,0.0,2,0,1
301,0,29.0,0,39.88971871291967,0.006708482876597457,0.8981781031840627,6.586933238129239,0.0,2,2,0
302,0,44.0,0,4.850980665875619,0.0033542414382987285,0.06810829218457347,0.0,0.0,0,2,0
303,1,2.0,0,0.0,0.0,0.0,0.0,0.0,2,0,1
304,0,19.0,0,2.9105883995253716,1.1706302619662563,2.698791077813724,0.013388075687254553,4.379894749927485,2,2,1
305,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0,1
306,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
307,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
308,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
309,0,31.0,0,0.8445592238430935,0.0,0.0,1.222777579435916,3.7583392035801597,0,1,0
310,1,30.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0
311,1,15.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
312,0,27.0,0,3.0292454805611784,0.0,6.1042056870423975,0.0,0.0,2,2,0
313,0,22.0,0,0.9911356180637956,9.646798376547144,0.85986718883024,0.013388075687254553,0.0,2,2,1
